X	E0	E1	E2	E3	E4	E5	E6
4.32	0.000300054301354855	-0.00097217593638973	0.000967315056707782	0.00606234331293591	0.0155745582957179	0.0304340630063993	0.05042494783417
4.36	0.000285644150667056	-0.000934056372681274	0.000943396936408087	0.0058935687918884	0.0151241811236044	0.0294682502805025	0.0485320749246659
4.4	0.000271948938922756	-0.000897431498445094	0.000919867285906223	0.00572897832819888	0.014685526973454	0.0285295034045161	0.0466981810843609
4.44	0.000258931743564171	-0.000862242706068691	0.00089673241431144	0.00556849273219752	0.0142583494358861	0.027617211272554	0.0449218256274682
4.48	0.000246557644635988	-0.000828433685976919	0.00087399753870565	0.00541203300543432	0.0138424043949459	0.0267307697702009	0.0432015864902896
4.52	0.000234793609594294	-0.000795950336524656	0.000851666860081383	0.00525952043120445	0.0134374501791946	0.02586958207689	0.0415360608763299
4.56	0.000223608385211294	-0.000764740677422627	0.000829743635003551	0.00511087665831703	0.0130432476996529	0.0250330589395368	0.039923865835384
4.6	0.000212972396103726	-0.000734754766557854	0.00080823024321364	0.0049660237784729	0.0126595605752976	0.0242206189189161	0.0383636387799629
4.64	0.000202857649447016	-0.000705944620075616	0.000787128251384313	0.00482488439759981	0.0122861552467769	0.0234316886102078	0.0368540379423049
4.68	0.000193237645468675	-0.000678264135595051	0.000766438473222409	0.00468738170147706	0.0119228010789836	0.0226657028390858	0.0353937427750975
4.72	0.000184087293343363	-0.000651669018435505	0.000746161026108654	0.00455343951596533	0.0115692704530975	0.0219221048346655	0.0339814542989238
4.76	0.000175382832138822	-0.000626116710735593	0.000726295384453289	0.00442298236214285	0.0112253388486797	0.0212003463805754	0.0326158953993308
4.8	0.000167101756486541	-0.000601566323351548	0.00070684042993807	0.00429593550663425	0.0108907849163778	0.0204998879453652	0.031295811076308
4.84	0.00015922274667379	-0.000577978570425859	0.000687794498806773	0.00417222500740463	0.010565390541775	0.0198201987934142	0.0300199686488551
4.88	0.000151725602874733	-0.000555315706521523	0.000669155426358436	0.00405177775527832	0.0102489409008916	0.0191607570774545	0.0287871579172144
4.92	0.000144591183257802	-0.00053354146622129	0.000650920588789974	0.00393452151142897	0.0099412245078268	0.0185210499137769	0.0275961912852384
4.96	0.000137801345724533	-0.000512621006095261	0.000633086942527648	0.00382038494107585	0.00964203325500237	0.0179005734411416	0.0264459038452651
